PRISM Time Series Data
Location:  Lat: 40.8043   Lon: -74.7792   Elev: 863ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2000-01-01 - 2022-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Mar-22
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2016-02-09,0.03,23.0,29.7,36.3,19.0,0.45,4.09
2016-02-10,0.07,23.2,27.9,32.5,24.4,0.11,2.01
2016-02-11,0.01,15.8,25.1,34.4,14.5,0.35,3.34
2016-02-12,0.00,7.9,14.9,21.8,-1.5,0.68,2.62
2016-02-13,0.00,7.9,15.7,23.5,4.9,0.35,2.83
2016-02-14,0.00,-5.2,5.6,16.4,-12.4,0.53,2.10
2016-02-15,0.00,-5.3,4.0,13.3,-11.0,0.38,2.05
2016-02-16,0.55,8.8,27.2,45.6,16.3,0.13,1.62
2016-02-17,0.74,32.6,43.6,54.6,35.2,0.40,2.91
2016-02-18,0.00,21.5,28.2,35.0,21.5,0.55,2.48
2016-02-19,0.00,13.4,22.7,31.9,4.0,0.63,4.56
2016-02-20,0.00,15.3,26.1,36.9,16.7,0.84,4.66
2016-02-21,0.00,33.4,46.4,59.4,29.6,1.18,11.65
2016-02-22,0.11,28.1,40.6,53.1,29.9,0.59,8.39
2016-02-23,0.00,28.2,38.7,49.2,17.0,0.96,8.68
2016-02-24,0.28,29.8,32.7,35.6,28.3,0.27,2.42
2016-02-25,1.82,35.5,48.6,61.8,44.7,0.16,4.76
2016-02-26,0.06,26.0,38.0,50.0,27.1,0.84,4.23
2016-02-27,0.00,19.7,26.2,32.6,8.0,0.91,4.44
2016-02-28,0.00,19.8,29.4,39.0,16.3,0.86,5.25
2016-02-29,0.00,33.0,46.5,60.0,26.5,1.56,12.84
2016-03-01,0.00,31.7,44.0,56.4,30.2,1.09,8.92
2016-03-02,0.14,31.8,42.3,52.8,31.6,0.75,8.34
2016-03-03,0.00,19.6,29.7,39.9,10.9,1.29,5.19
2016-03-04,0.06,19.9,26.2,32.5,10.0,0.25,4.48
2016-03-05,0.00,19.7,27.6,35.6,18.1,0.34,3.40
2016-03-06,0.00,20.5,29.7,39.0,12.4,0.73,5.90
2016-03-07,0.00,25.4,33.1,40.9,18.7,0.57,5.35
2016-03-08,0.00,31.3,45.3,59.3,31.9,0.86,11.12
2016-03-09,0.00,40.1,54.7,69.3,35.6,1.44,17.38
2016-03-10,0.00,43.0,60.0,77.0,37.9,2.23,24.97
2016-03-11,0.06,50.9,63.3,75.6,48.7,0.63,20.58
2016-03-12,0.00,29.8,44.9,60.0,31.9,0.73,11.36
2016-03-13,0.00,32.7,47.0,61.2,33.9,0.83,12.90
2016-03-14,0.19,40.3,50.4,60.5,31.5,1.18,13.83
2016-03-15,0.14,37.6,39.8,42.0,37.4,0.26,1.93
2016-03-16,0.00,39.1,47.5,55.9,42.2,0.18,5.44
2016-03-17,0.03,42.9,54.2,65.5,44.9,0.29,10.78
2016-03-18,0.03,38.7,48.7,58.7,33.5,0.48,10.80
2016-03-19,0.00,28.5,41.1,53.8,23.3,1.10,10.05
2016-03-20,0.00,27.8,35.3,42.8,9.9,2.29,7.32
2016-03-21,0.00,27.1,32.8,38.6,17.7,0.68,5.21
2016-03-22,0.00,26.6,36.2,45.8,15.4,1.06,8.01
2016-03-23,0.00,30.7,42.0,53.4,24.6,1.88,9.89
2016-03-24,0.00,39.0,52.7,66.3,31.5,1.79,16.35
2016-03-25,0.00,41.2,48.7,56.1,40.1,0.36,7.57
2016-03-26,0.08,29.9,49.0,68.2,36.5,0.97,14.18
2016-03-27,0.00,33.6,44.4,55.2,31.1,0.49,9.68
2016-03-28,0.13,38.5,46.9,55.3,36.9,0.16,6.99
2016-03-29,0.23,38.3,48.4,58.6,35.0,0.17,9.20
2016-03-30,0.00,27.5,38.6,49.8,12.4,2.13,9.62
2016-03-31,0.00,33.9,45.4,56.8,23.4,1.58,12.88
2016-04-01,0.00,49.4,59.1,68.7,51.2,1.57,12.76
2016-04-02,0.27,45.0,59.6,74.2,47.6,1.08,15.39
2016-04-03,0.12,28.1,41.0,53.9,32.1,0.57,8.49
2016-04-04,0.05,28.1,33.1,38.1,11.5,1.11,5.65
2016-04-05,0.33,19.3,30.1,40.9,23.9,0.34,2.47
2016-04-06,0.00,19.7,29.0,38.4,6.8,0.95,6.09
2016-04-07,0.00,26.7,38.3,49.9,24.8,0.95,8.12
2016-04-08,0.40,36.5,46.2,56.0,40.4,0.55,5.09
2016-04-09,0.00,26.4,34.5,42.6,22.2,0.82,5.41
2016-04-10,0.08,23.8,30.4,37.0,21.1,0.40,3.28
2016-04-11,0.00,26.9,36.7,46.6,19.7,1.30,8.20
2016-04-12,0.22,39.2,49.3,59.4,42.6,0.04,9.82
2016-04-13,0.17,31.6,43.2,54.7,26.3,0.45,9.85
2016-04-14,0.00,33.0,43.4,53.9,24.4,1.38,10.25
2016-04-15,0.00,32.3,45.6,58.9,24.2,1.04,13.53
2016-04-16,0.00,36.9,49.7,62.5,24.9,2.11,15.90
2016-04-17,0.00,34.1,49.5,64.9,23.5,1.15,18.03
2016-04-18,0.00,44.4,59.3,74.2,31.7,3.39,23.72
2016-04-19,0.00,51.8,65.3,78.8,31.5,6.07,28.74
2016-04-20,0.00,39.6,52.6,65.6,27.9,3.53,16.88
2016-04-21,0.00,38.8,53.2,67.5,23.8,1.88,20.14
2016-04-22,0.00,49.8,60.6,71.4,40.8,2.48,18.96
2016-04-23,0.29,56.4,66.7,77.0,52.5,1.00,19.82
2016-04-24,0.02,38.3,51.4,64.6,31.2,2.31,12.81
2016-04-25,0.00,44.7,54.7,64.7,26.1,3.66,17.00
2016-04-26,0.30,45.9,57.8,69.6,39.1,0.54,17.61
2016-04-27,0.28,42.3,57.4,72.5,47.5,0.33,12.79
2016-04-28,0.00,41.2,50.2,59.2,37.8,0.44,8.52
2016-04-29,0.00,43.1,49.6,56.2,32.9,0.95,11.42
2016-04-30,0.06,40.9,47.0,53.1,35.8,0.54,8.74
2016-05-01,0.02,43.2,50.6,58.1,38.6,1.03,8.48
2016-05-02,0.21,41.2,43.9,46.5,43.2,0.13,1.15
2016-05-03,0.59,43.7,52.2,60.7,49.6,0.13,4.88
2016-05-04,0.29,46.3,49.6,52.9,49.1,0.03,1.39
2016-05-05,0.03,44.0,46.6,49.3,44.7,0.24,1.33
2016-05-06,0.16,45.1,49.8,54.6,44.0,0.40,4.80
2016-05-07,0.46,46.1,48.2,50.4,47.1,0.02,0.99
2016-05-08,0.17,44.4,50.1,55.8,47.2,0.13,4.27
2016-05-09,0.04,39.7,50.5,61.4,35.2,0.31,13.62
2016-05-10,0.00,41.3,55.0,68.8,35.1,1.84,17.54
2016-05-11,0.00,44.0,51.2,58.3,36.2,1.12,10.97
2016-05-12,0.00,47.7,60.7,73.8,42.6,0.80,20.75
2016-05-13,0.00,56.8,67.4,77.9,46.5,2.09,24.15
2016-05-14,0.33,49.2,56.1,62.9,55.4,0.10,4.07
2016-05-15,0.12,41.0,55.6,70.3,44.5,1.11,14.79
2016-05-16,0.06,34.8,43.3,51.7,30.5,1.38,7.77
2016-05-17,0.00,40.8,51.9,63.0,32.9,1.57,14.13
2016-05-18,0.00,45.8,53.7,61.6,41.6,0.78,11.91
2016-05-19,0.01,49.4,57.6,65.7,40.5,1.62,15.07
2016-05-20,0.00,42.8,56.2,69.5,38.6,1.60,17.47
2016-05-21,0.00,48.7,61.1,73.5,41.8,1.51,20.47
2016-05-22,0.46,48.6,55.6,62.5,46.2,0.27,10.99
2016-05-23,0.00,48.1,57.0,65.8,48.9,0.27,11.28
2016-05-24,0.00,55.5,65.4,75.3,51.6,0.71,18.75
2016-05-25,0.00,50.2,63.7,77.2,50.4,0.59,21.14
2016-05-26,0.00,59.8,72.1,84.4,49.0,3.41,31.72
2016-05-27,0.09,65.3,75.6,85.9,55.9,2.50,30.34
2016-05-28,0.00,66.1,75.8,85.5,64.2,2.65,21.59
2016-05-29,0.00,64.8,76.4,88.0,64.1,2.64,25.31
2016-05-30,0.33,63.5,74.4,85.3,63.0,0.28,26.21
2016-05-31,0.01,64.0,72.0,79.9,64.4,0.67,15.92
2016-06-01,0.00,59.0,70.7,82.4,55.1,1.27,26.11
2016-06-02,0.00,56.9,69.7,82.4,53.2,2.14,24.52
2016-06-03,0.03,60.1,69.5,78.9,57.7,0.67,18.11
2016-06-04,0.06,60.9,64.2,67.6,62.8,0.29,2.51
2016-06-05,0.03,61.7,71.3,81.0,63.9,0.55,16.44
2016-06-06,0.87,61.9,65.9,69.8,63.2,0.29,3.28
2016-06-07,0.02,61.1,70.5,79.9,58.1,0.94,20.64
2016-06-08,0.10,51.3,64.9,78.6,52.5,1.66,19.82
2016-06-09,0.54,46.0,53.0,60.0,43.3,0.82,9.17
2016-06-10,0.00,47.7,57.8,67.8,37.9,2.97,16.42
2016-06-11,0.00,47.9,60.7,73.6,40.0,1.55,21.31
2016-06-12,0.00,61.8,73.1,84.5,61.8,5.01,19.41
2016-06-13,0.00,51.9,64.6,77.3,44.8,3.64,22.79
2016-06-14,0.00,50.7,59.9,69.2,47.3,2.06,12.89
2016-06-15,0.00,49.5,62.4,75.4,44.5,1.30,21.27
2016-06-16,0.03,61.1,70.5,79.9,53.4,0.98,23.72
2016-06-17,0.01,56.0,62.6,69.1,58.8,0.26,6.75
2016-06-18,0.00,50.3,63.6,77.0,50.7,1.40,17.70
2016-06-19,0.00,58.6,71.1,83.5,53.1,2.28,27.92
2016-06-20,0.00,57.6,72.4,87.3,55.7,0.88,32.54
2016-06-21,0.03,65.0,75.7,86.3,59.1,2.49,27.53
2016-06-22,0.00,56.0,69.2,82.4,51.2,2.49,25.51
2016-06-23,0.00,57.7,68.7,79.7,50.3,2.23,23.90
2016-06-24,0.00,59.9,69.6,79.4,57.8,1.93,17.57
2016-06-25,0.00,56.5,68.6,80.8,54.6,0.68,22.86
2016-06-26,0.00,58.3,70.6,82.8,52.7,2.38,25.91
2016-06-27,0.00,57.9,71.3,84.6,54.4,2.17,26.54
2016-06-28,0.33,66.5,74.6,82.7,63.0,0.56,22.63
2016-06-29,1.26,62.1,68.3,74.5,65.5,0.18,5.77
2016-06-30,0.00,56.0,67.3,78.6,57.0,0.75,18.55
2016-07-01,0.00,60.1,70.0,79.8,55.6,1.17,21.78
2016-07-02,0.09,60.1,70.4,80.8,63.3,0.79,14.00
2016-07-03,0.00,54.8,64.0,73.2,50.0,1.77,17.14
2016-07-04,0.00,57.3,66.4,75.4,53.8,1.27,18.80
2016-07-05,0.60,64.9,72.3,79.7,60.6,0.31,20.94
2016-07-06,0.00,66.3,74.4,82.5,66.1,0.70,15.96
2016-07-07,0.00,69.7,78.6,87.5,64.9,2.41,25.46
2016-07-08,0.02,68.3,77.3,86.2,68.5,0.97,19.14
2016-07-09,0.70,63.0,74.4,85.9,66.9,0.22,19.30
2016-07-10,0.35,62.3,64.6,66.8,64.2,0.32,2.04
2016-07-11,0.00,57.8,66.8,75.8,58.3,1.37,12.63
2016-07-12,0.00,59.5,69.0,78.5,57.5,0.64,17.61
2016-07-13,0.00,65.7,74.3,82.9,63.7,1.36,19.26
2016-07-14,0.04,69.7,73.8,77.9,68.4,0.76,7.70
2016-07-15,0.58,68.6,76.5,84.4,69.7,0.57,13.51
2016-07-16,0.00,65.8,75.1,84.5,64.7,2.16,20.13
2016-07-17,0.05,66.5,76.1,85.8,63.8,1.45,24.44
2016-07-18,0.00,67.4,76.5,85.6,62.7,2.11,23.43
2016-07-19,0.16,63.4,74.6,85.9,66.5,0.43,19.61
2016-07-20,0.00,58.9,69.0,79.1,54.6,2.52,21.46
2016-07-21,0.00,60.6,70.3,79.9,54.2,1.52,22.82
2016-07-22,0.00,66.2,75.7,85.3,59.6,2.42,26.69
2016-07-23,0.00,69.8,79.4,89.0,65.3,4.29,25.82
2016-07-24,0.00,63.2,77.0,90.9,57.6,3.27,35.66
2016-07-25,0.00,71.9,80.1,88.4,62.2,3.74,29.33
2016-07-26,0.42,66.2,78.5,90.8,67.3,0.36,27.02
2016-07-27,0.00,64.7,76.1,87.4,62.8,1.57,26.46
2016-07-28,0.00,64.3,75.5,86.8,60.3,1.61,28.16
2016-07-29,0.40,67.5,78.4,89.3,66.1,0.52,29.31
2016-07-30,0.16,66.7,75.3,83.9,65.8,0.70,19.26
2016-07-31,1.11,68.2,74.8,81.5,67.5,0.63,12.90
2016-08-01,0.35,66.8,72.0,77.3,69.2,0.40,5.73
2016-08-02,0.00,65.6,69.4,73.3,65.9,0.69,5.64
2016-08-03,0.00,57.6,65.3,73.0,61.1,0.19,9.17
2016-08-04,0.00,56.8,67.2,77.6,56.8,0.53,18.17
2016-08-05,0.00,60.5,70.3,80.2,58.4,1.00,19.83
2016-08-06,0.00,67.8,73.8,79.9,64.1,1.94,15.67
2016-08-07,0.34,60.4,72.4,84.4,64.9,1.23,15.09
2016-08-08,0.00,61.0,72.1,83.1,57.2,2.17,24.68
2016-08-09,0.00,60.5,70.2,79.9,57.7,0.93,20.86
2016-08-10,0.00,68.6,76.4,84.2,63.4,1.62,22.96
2016-08-11,0.34,72.2,77.9,83.6,72.7,0.69,10.27
2016-08-12,1.28,69.4,79.2,88.9,72.0,0.34,18.97
2016-08-13,0.00,73.4,81.3,89.1,73.2,0.81,18.17
2016-08-14,0.12,71.7,81.6,91.5,72.3,1.07,21.89
2016-08-15,0.09,69.0,78.6,88.2,70.9,0.63,19.53
2016-08-16,0.00,69.5,77.8,86.1,66.9,1.16,21.44
2016-08-17,0.23,71.2,78.5,85.9,70.7,0.93,15.05
2016-08-18,0.06,65.2,72.8,80.3,64.3,0.39,16.22
2016-08-19,0.00,65.0,73.6,82.1,65.3,0.59,17.46
2016-08-20,0.00,63.7,73.3,82.9,63.8,0.78,19.51
2016-08-21,0.00,69.8,77.5,85.2,65.0,1.78,24.16
2016-08-22,0.43,59.7,71.0,82.4,64.9,0.47,17.55
2016-08-23,0.00,51.1,62.5,73.8,50.9,0.80,16.22
2016-08-24,0.00,57.7,67.5,77.3,54.7,0.87,17.20
2016-08-25,0.00,62.5,72.1,81.8,60.0,1.03,20.73
2016-08-26,0.00,68.5,74.9,81.4,67.8,1.21,13.73
2016-08-27,0.00,63.5,75.1,86.7,63.6,1.40,23.51
2016-08-28,0.00,60.5,72.4,84.2,60.1,0.86,22.78
2016-08-29,0.00,66.9,75.8,84.6,62.9,2.18,22.32
2016-08-30,0.00,58.9,71.7,84.6,58.9,1.85,24.05
2016-08-31,0.00,65.8,73.7,81.5,60.4,0.95,21.39
2016-09-01,0.20,64.7,72.6,80.4,65.3,0.22,15.55
2016-09-02,0.04,55.5,65.7,75.8,58.4,0.68,11.04
2016-09-03,0.00,57.6,66.4,75.1,55.1,1.55,15.60
2016-09-04,0.00,52.7,62.9,73.1,53.7,0.69,14.29
2016-09-05,0.00,55.1,65.4,75.7,52.1,1.30,17.46
2016-09-06,0.00,58.3,69.5,80.7,57.2,1.76,18.40
2016-09-07,0.00,66.7,72.9,79.0,61.7,2.50,15.83
2016-09-08,0.00,64.4,73.3,82.1,63.0,0.88,18.23
2016-09-09,0.00,69.7,78.5,87.2,68.6,2.09,19.16
2016-09-10,0.09,69.7,76.3,83.0,69.4,0.97,15.08
2016-09-11,0.00,71.9,79.7,87.5,70.7,1.61,19.31
2016-09-12,0.00,49.1,63.1,77.2,49.3,1.34,19.50
2016-09-13,0.00,54.1,64.4,74.7,48.6,0.48,20.30
2016-09-14,0.00,60.1,69.4,78.8,58.6,1.13,17.14
2016-09-15,0.00,53.5,69.4,85.2,56.2,1.92,24.11
2016-09-16,0.00,48.8,59.4,70.1,45.0,0.67,16.57
2016-09-17,0.00,50.4,61.7,72.9,48.9,0.69,16.58
2016-09-18,0.00,56.4,66.5,76.6,59.5,1.01,15.44
2016-09-19,0.63,66.1,71.7,77.3,67.2,0.38,8.83
2016-09-20,0.32,61.7,65.4,69.0,64.7,0.17,2.23
2016-09-21,0.00,60.2,68.8,77.4,61.4,0.37,13.23
2016-09-22,0.00,53.6,66.2,78.8,53.4,1.41,21.35
2016-09-23,0.00,52.5,66.8,81.2,49.8,1.31,25.90
2016-09-24,0.15,53.4,68.0,82.6,56.8,0.76,21.35
2016-09-25,0.00,41.6,54.5,67.3,43.2,0.91,13.72
2016-09-26,0.00,44.5,55.1,65.7,38.3,1.35,14.93
2016-09-27,0.35,50.2,59.1,68.0,51.7,0.39,11.89
2016-09-28,0.00,48.2,58.7,69.2,48.9,0.38,14.07
2016-09-29,0.04,51.2,58.4,65.6,52.9,0.45,6.69
2016-09-30,0.20,50.4,55.0,59.6,50.0,0.91,4.94
2016-10-01,0.23,51.1,53.9,56.7,51.4,0.52,2.20
2016-10-02,0.03,52.9,55.9,58.8,54.2,0.38,2.12
2016-10-03,0.14,53.4,56.2,59.0,56.2,0.09,1.27
2016-10-04,0.00,55.2,62.0,68.9,54.6,0.72,9.32
2016-10-05,0.00,48.1,56.8,65.5,51.2,0.74,7.86
2016-10-06,0.00,45.2,56.2,67.3,43.0,0.29,14.57
2016-10-07,0.00,46.9,59.5,72.0,48.1,0.29,15.38
2016-10-08,0.00,49.6,61.7,73.7,48.7,0.25,18.27
2016-10-09,0.00,50.4,57.8,65.2,55.2,0.20,5.18
2016-10-10,0.00,41.3,50.5,59.6,36.5,2.13,9.62
2016-10-11,0.00,35.2,47.7,60.2,29.9,0.83,12.79
2016-10-12,0.00,39.2,51.2,63.1,36.6,0.29,13.84
2016-10-13,0.00,43.7,54.2,64.8,46.1,0.18,10.63
2016-10-14,0.02,39.9,49.1,58.3,46.3,0.20,2.91
2016-10-15,0.00,34.4,47.2,60.0,33.9,0.64,11.36
2016-10-16,0.00,38.2,51.0,63.9,39.5,0.24,12.40
2016-10-17,0.00,48.0,57.5,67.1,52.7,0.52,8.78
2016-10-18,0.00,56.4,65.8,75.3,56.6,0.78,13.20
2016-10-19,0.00,60.4,70.7,81.1,59.0,1.67,20.46
2016-10-20,0.00,55.4,67.7,80.1,51.5,3.21,21.47
2016-10-21,0.00,58.5,64.5,70.5,58.9,0.74,10.05
2016-10-22,0.36,44.7,59.3,74.0,53.8,0.88,10.73
2016-10-23,0.10,41.3,43.6,45.8,32.6,1.46,4.99
2016-10-24,0.04,41.4,50.2,59.1,38.0,0.36,10.19
2016-10-25,0.00,39.3,48.7,58.1,32.7,1.29,10.00
2016-10-26,0.00,29.5,38.3,47.1,26.7,0.90,5.90
2016-10-27,0.02,31.2,38.9,46.6,25.0,0.90,6.35
2016-10-28,0.65,33.4,40.0,46.6,37.6,0.09,2.01
2016-10-29,0.00,31.0,38.0,45.0,29.5,0.53,4.72
2016-10-30,0.00,36.0,49.1,62.3,44.4,0.97,10.34
2016-10-31,0.24,38.3,56.0,73.6,46.7,0.60,12.55
2016-11-01,0.00,28.9,40.0,51.1,29.7,0.32,7.13
2016-11-02,0.00,31.8,43.7,55.5,40.0,0.45,7.34
2016-11-03,0.00,45.5,57.4,69.2,51.4,0.18,11.00
2016-11-04,0.00,46.2,57.3,68.4,46.8,0.91,9.11
2016-11-05,0.00,31.9,43.8,55.7,29.8,0.85,10.02
2016-11-06,0.00,35.5,47.4,59.4,38.3,0.61,8.88
2016-11-07,0.00,27.3,41.0,54.8,29.1,0.32,9.04
2016-11-08,0.00,27.4,39.8,52.3,26.5,0.40,9.00
2016-11-09,0.00,34.0,50.1,66.2,33.7,1.20,16.22
2016-11-10,0.18,35.2,43.2,51.3,39.8,0.38,3.21
2016-11-11,0.00,34.9,44.5,54.1,31.0,1.40,8.81
2016-11-12,0.00,27.8,42.6,57.4,24.7,1.39,9.63
2016-11-13,0.00,28.7,38.3,47.8,21.5,1.34,7.56
2016-11-14,0.00,31.3,45.0,58.6,21.4,1.87,13.18
2016-11-15,0.00,31.8,47.1,62.5,24.6,1.90,16.35
2016-11-16,0.33,36.4,42.5,48.7,37.9,0.47,4.07
2016-11-17,0.00,36.8,48.0,59.1,36.9,0.52,10.45
2016-11-18,0.00,34.5,45.9,57.4,36.1,0.63,8.21
2016-11-19,0.00,34.5,50.1,65.8,35.2,0.59,15.21
2016-11-20,0.32,31.0,47.5,63.9,36.7,0.13,10.88
2016-11-21,0.00,30.3,32.4,34.4,22.1,0.98,2.72
2016-11-22,0.00,30.9,33.3,35.7,17.9,1.91,3.81
2016-11-23,0.00,26.3,31.5,36.7,20.5,1.15,3.52
2016-11-24,0.00,26.2,34.2,42.1,21.5,0.91,5.40
2016-11-25,0.03,32.5,37.1,41.7,33.4,0.59,2.76
2016-11-26,0.00,36.2,42.5,48.8,39.5,0.35,3.13
2016-11-27,0.00,29.8,37.5,45.3,31.7,0.37,3.66
2016-11-28,0.00,25.1,35.0,45.0,25.9,0.42,5.15
2016-11-29,0.01,25.8,37.9,50.0,32.2,0.43,6.90
2016-11-30,1.49,44.4,50.1,55.9,49.4,0.09,1.50
2016-12-01,1.17,45.4,48.7,52.0,48.5,0.14,2.30
2016-12-02,0.00,31.9,40.1,48.2,29.7,1.04,4.74
2016-12-03,0.00,33.0,40.2,47.4,28.4,1.06,5.74
2016-12-04,0.00,34.1,38.9,43.7,25.2,2.41,4.82
2016-12-05,0.19,31.3,37.5,43.8,24.9,0.12,5.60
2016-12-06,0.00,26.0,34.5,43.0,30.3,0.10,2.54
2016-12-07,0.53,27.2,34.3,41.4,31.6,0.14,3.43
2016-12-08,0.00,30.4,36.9,43.5,32.4,0.10,2.61
2016-12-09,0.00,26.3,32.8,39.2,18.9,0.41,4.63
2016-12-10,0.00,20.4,27.6,34.9,15.7,0.58,3.88
2016-12-11,0.00,19.4,25.2,31.0,16.2,0.57,2.65
2016-12-12,0.61,20.8,27.8,34.8,22.0,0.04,2.78
2016-12-13,0.00,26.3,32.8,39.3,29.1,0.11,2.03
2016-12-14,0.00,26.4,32.1,37.9,25.8,0.36,3.31
2016-12-15,0.00,18.4,28.0,37.5,13.3,0.81,4.49
2016-12-16,0.00,8.8,14.3,19.7,-2.0,0.65,2.55
2016-12-17,0.28,9.1,15.6,22.0,7.8,0.25,2.09
2016-12-18,0.33,21.3,33.1,44.9,30.7,0.00,0.85
2016-12-19,0.12,17.9,34.0,50.1,22.7,0.10,3.28
2016-12-20,0.00,8.3,17.3,26.2,5.5,0.34,2.91
2016-12-21,0.00,8.8,19.5,30.3,10.7,0.40,3.37
2016-12-22,0.00,21.7,29.4,37.0,20.8,0.77,3.89
2016-12-23,0.00,29.9,37.8,45.7,23.8,1.39,6.24
2016-12-24,0.17,28.9,35.8,42.8,24.9,0.62,5.01
2016-12-25,0.25,32.7,38.2,43.6,33.8,0.13,2.43
2016-12-26,0.00,25.2,35.7,46.3,23.3,0.79,5.39
2016-12-27,0.02,26.9,38.1,49.2,34.0,0.02,2.15
2016-12-28,0.00,30.9,43.6,56.3,33.0,0.59,8.70
2016-12-29,0.03,23.5,29.7,36.0,21.7,0.46,3.10
2016-12-30,0.33,29.2,33.4,37.5,28.9,0.11,1.98
2016-12-31,0.00,22.1,29.1,36.0,19.2,0.56,3.47
2017-01-01,0.00,22.5,31.0,39.6,20.4,0.96,5.00
2017-01-02,0.02,27.0,35.3,43.7,20.8,0.88,6.11
2017-01-03,0.18,30.8,33.4,36.0,31.6,0.24,1.04
2017-01-04,0.38,35.7,37.6,39.5,36.3,0.15,0.51
2017-01-05,0.00,19.8,33.6,47.3,19.5,0.25,5.60
2017-01-06,0.05,19.8,23.7,27.6,12.4,0.19,2.87
2017-01-07,0.00,17.1,22.4,27.8,7.7,0.90,2.88
2017-01-08,0.05,8.8,13.9,19.1,6.3,0.40,1.80
2017-01-09,0.00,4.5,12.8,21.1,-0.6,0.48,2.56
2017-01-10,0.00,5.9,12.8,19.8,3.4,0.34,1.83
2017-01-11,0.25,12.4,25.1,37.8,21.1,0.29,2.89
2017-01-12,0.31,33.8,41.7,49.7,37.2,0.14,4.47
2017-01-13,0.02,41.3,49.9,58.5,47.5,0.40,4.43
2017-01-14,0.00,23.0,32.8,42.5,17.0,1.27,5.27
2017-01-15,0.12,19.1,24.3,29.4,20.2,0.19,2.51
2017-01-16,0.00,15.7,24.9,34.1,15.8,0.44,3.17
2017-01-17,0.00,15.3,27.6,39.9,22.1,0.34,4.44
2017-01-18,0.33,32.1,34.0,36.0,32.5,0.03,1.63
2017-01-19,0.00,32.1,35.3,38.6,34.6,0.07,0.81
2017-01-20,0.00,31.6,36.3,40.9,31.1,0.24,2.37
2017-01-21,0.22,31.4,35.6,39.8,35.1,0.08,1.50
2017-01-22,0.00,36.8,43.0,49.1,41.3,0.01,2.02
2017-01-23,0.00,36.9,42.1,47.2,40.7,0.01,1.68
2017-01-24,1.20,30.4,34.3,38.1,30.5,0.06,2.18
2017-01-25,0.12,31.2,33.4,35.5,29.8,0.13,1.66
2017-01-26,0.00,33.3,39.7,46.0,31.5,0.54,4.19
2017-01-27,0.00,35.0,42.8,50.6,28.3,0.50,6.34
2017-01-28,0.00,29.0,34.4,39.8,20.5,1.79,4.24
2017-01-29,0.00,28.3,30.9,33.6,21.1,1.16,2.81
2017-01-30,0.00,23.2,30.6,38.1,16.7,0.85,4.90
2017-01-31,0.00,19.3,26.5,33.7,11.4,0.77,4.06
2017-02-01,0.05,19.8,26.0,32.2,20.7,0.19,1.98
2017-02-02,0.00,24.9,34.2,43.5,24.3,0.54,5.30
2017-02-03,0.00,18.8,29.6,40.4,14.5,0.91,5.28
2017-02-04,0.00,15.5,22.3,29.1,6.1,1.14,3.21
2017-02-05,0.00,15.6,23.4,31.2,7.2,0.95,4.16
2017-02-06,0.00,25.3,32.0,38.8,17.4,1.54,4.64
2017-02-07,0.11,29.5,37.8,46.1,20.9,0.83,7.00
2017-02-08,0.28,32.8,38.1,43.5,31.2,0.06,1.95
2017-02-09,0.52,26.4,42.6,58.8,32.1,0.05,9.23
2017-02-10,0.52,13.2,20.0,26.9,6.0,0.16,2.55
2017-02-11,0.00,15.6,22.3,29.1,11.7,0.50,3.32
2017-02-12,0.10,26.7,36.9,47.1,23.9,0.55,7.01
2017-02-13,0.38,27.5,31.0,34.5,27.6,0.05,1.97
2017-02-14,0.00,22.0,27.4,32.7,17.3,0.75,2.91
2017-02-15,0.00,23.0,30.5,38.1,20.9,0.39,3.99
2017-02-16,0.05,23.4,34.6,45.7,22.6,0.23,5.55
2017-02-17,0.00,21.5,26.3,31.2,12.0,1.20,3.32
2017-02-18,0.00,21.2,30.2,39.2,15.3,0.62,5.44
2017-02-19,0.00,29.4,45.1,60.7,28.8,2.21,12.29
2017-02-20,0.00,35.2,48.6,62.1,31.5,1.46,13.23
2017-02-21,0.00,25.5,38.2,50.9,16.4,1.51,10.22
2017-02-22,0.00,27.7,37.4,47.2,27.4,1.07,6.41
2017-02-23,0.00,36.2,47.5,58.9,35.6,0.43,9.31
2017-02-24,0.00,39.5,53.6,67.6,46.5,0.19,10.73
2017-02-25,0.00,50.3,61.4,72.6,52.1,0.62,14.89
2017-02-26,0.52,31.7,50.4,69.2,40.3,0.45,10.19
2017-02-27,0.00,24.5,31.6,38.6,15.4,1.10,5.00
2017-02-28,0.00,28.0,38.8,49.7,26.5,0.88,8.19
2017-03-01,0.00,39.5,50.8,62.0,43.1,0.51,11.94
2017-03-02,0.40,40.2,52.3,64.4,46.8,0.28,7.93
2017-03-03,0.00,22.2,32.4,42.6,12.3,1.73,6.17
2017-03-04,0.01,14.9,25.2,35.6,6.8,0.75,5.26
2017-03-05,0.00,7.7,17.2,26.7,-3.1,0.89,3.42
