PRISM Time Series Data
Location:  Lat: 38.7616   Lon: -83.3984   Elev: 866ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2000-01-01 - 2022-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Mar-22
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2015-10-23,0.00,47.7,63.4,79.1,52.7,0.01,18.99
2015-10-24,0.02,50.7,63.3,75.9,51.2,0.84,17.50
2015-10-25,0.62,54.3,60.6,67.0,57.4,0.61,5.41
2015-10-26,0.00,43.5,53.5,63.5,41.1,1.15,11.22
2015-10-27,0.17,43.0,53.2,63.4,38.8,0.94,12.40
2015-10-28,1.00,48.6,53.1,57.7,50.4,0.59,2.70
2015-10-29,0.46,47.4,57.3,67.1,52.5,1.24,5.70
2015-10-30,0.00,37.0,49.2,61.5,34.3,0.93,11.76
2015-10-31,0.00,36.2,43.3,50.5,36.7,0.14,5.24
2015-11-01,0.32,41.0,50.4,59.8,45.1,0.07,8.62
2015-11-02,0.00,45.4,54.8,64.2,49.2,0.08,8.30
2015-11-03,0.00,44.8,55.6,66.3,45.9,0.24,10.97
2015-11-04,0.00,45.4,61.0,76.6,52.4,0.61,16.13
2015-11-05,0.00,52.5,65.0,77.5,57.5,0.66,15.54
2015-11-06,0.22,56.6,66.5,76.4,58.5,0.36,15.74
2015-11-07,0.11,49.5,59.5,69.5,51.1,1.64,9.46
2015-11-08,0.00,34.4,45.5,56.5,34.2,0.97,9.51
2015-11-09,0.00,31.5,44.0,56.5,27.8,0.71,11.18
2015-11-10,0.11,33.2,45.8,58.4,38.9,0.15,10.42
2015-11-11,0.01,33.5,42.4,51.3,40.2,0.06,3.57
2015-11-12,0.33,36.1,47.5,59.0,42.1,0.24,8.30
2015-11-13,0.00,42.2,52.3,62.4,38.2,2.26,9.72
2015-11-14,0.00,28.8,41.3,53.7,21.3,1.29,10.80
2015-11-15,0.00,28.3,41.2,54.2,24.4,1.07,10.37
2015-11-16,0.00,30.8,47.9,65.0,30.4,0.61,15.24
2015-11-17,0.00,34.0,47.9,61.8,35.0,1.05,13.17
2015-11-18,0.00,46.9,54.3,61.7,35.5,2.79,12.56
2015-11-19,0.46,48.7,59.5,70.3,51.3,0.43,12.62
2015-11-20,0.00,28.6,45.4,62.3,32.8,0.81,11.17
2015-11-21,0.00,28.7,40.4,52.1,19.3,1.29,10.42
2015-11-22,0.14,29.3,45.3,61.2,28.8,0.72,12.72
2015-11-23,0.00,19.1,28.8,38.5,19.6,0.37,4.19
2015-11-24,0.00,20.3,32.8,45.3,21.8,0.30,6.76
2015-11-25,0.00,27.2,42.0,56.7,29.3,0.52,9.80
2015-11-26,0.00,33.3,47.2,61.2,29.3,1.39,13.78
2015-11-27,0.00,43.0,55.2,67.5,38.8,2.32,14.86
2015-11-28,0.03,45.1,54.8,64.4,48.1,0.48,9.53
2015-11-29,0.70,43.5,50.6,57.6,45.3,0.17,4.47
2015-11-30,0.00,40.9,43.5,46.2,36.9,0.66,2.56
2015-12-01,0.98,40.7,47.8,54.8,44.3,0.17,2.00
2015-12-02,0.24,45.0,52.4,59.8,46.9,0.30,2.62
2015-12-03,0.02,33.1,41.4,49.6,33.2,0.28,5.02
2015-12-04,0.00,27.5,33.4,39.4,28.0,0.34,2.73
2015-12-05,0.00,25.3,37.1,48.8,28.6,0.16,6.13
2015-12-06,0.00,24.6,36.9,49.2,29.4,0.13,5.43
2015-12-07,0.10,27.2,41.4,55.5,32.1,0.29,9.34
2015-12-08,0.02,33.2,42.3,51.5,38.8,0.02,4.54
2015-12-09,0.00,32.3,44.3,56.4,36.4,0.08,8.35
2015-12-10,0.00,33.7,44.6,55.4,40.2,0.03,6.42
2015-12-11,0.00,39.3,48.1,56.9,46.1,0.06,5.73
2015-12-12,0.00,51.6,58.5,65.4,53.7,0.83,7.30
2015-12-13,0.00,50.3,60.8,71.3,56.2,0.00,9.92
2015-12-14,0.00,49.8,58.1,66.4,50.4,0.36,10.19
2015-12-15,0.32,45.6,54.2,62.7,45.3,0.81,8.02
2015-12-16,0.00,32.6,41.2,49.8,37.0,0.03,4.45
2015-12-17,0.51,33.2,48.2,63.1,42.8,0.16,10.25
2015-12-18,0.00,31.8,40.1,48.5,27.9,1.18,4.26
2015-12-19,0.00,27.2,31.5,35.8,18.0,1.37,3.80
2015-12-20,0.00,22.1,30.4,38.6,15.2,0.79,5.28
2015-12-21,0.00,22.4,35.0,47.7,22.5,0.74,7.14
2015-12-22,0.39,42.9,49.8,56.8,47.6,0.14,5.84
2015-12-23,0.05,47.3,55.4,63.5,51.0,0.16,7.43
2015-12-24,1.56,47.9,56.8,65.8,55.3,0.29,6.03
2015-12-25,0.00,44.7,55.0,65.4,46.3,0.38,10.03
2015-12-26,0.58,44.1,49.5,55.0,45.7,0.21,3.40
2015-12-27,0.55,47.1,55.7,64.3,55.6,0.12,2.75
2015-12-28,1.19,39.4,54.3,69.2,44.5,0.35,6.32
2015-12-29,0.41,40.1,49.6,59.1,43.3,0.60,5.04
2015-12-30,0.00,39.5,45.2,50.9,36.4,1.17,4.16
2015-12-31,0.00,36.6,42.1,47.6,35.2,0.87,3.22
2016-01-01,0.00,30.0,33.9,37.9,26.1,0.95,2.43
2016-01-02,0.00,26.1,32.8,39.5,22.4,0.74,4.15
2016-01-03,0.00,25.9,34.8,43.7,23.4,0.75,5.45
2016-01-04,0.05,28.2,34.8,41.3,24.0,0.94,4.11
2016-01-05,0.00,15.2,25.0,34.7,16.4,0.55,3.53
2016-01-06,0.00,14.1,23.9,33.7,10.5,0.47,4.34
2016-01-07,0.00,16.2,30.5,44.8,15.6,0.59,7.14
2016-01-08,0.05,21.9,36.7,51.6,26.1,0.47,7.96
2016-01-09,0.27,32.7,41.5,50.3,41.4,0.00,2.57
2016-01-10,0.29,36.1,44.9,53.8,44.6,0.16,3.41
2016-01-11,0.04,13.1,27.7,42.3,15.4,0.34,1.58
2016-01-12,0.00,12.0,22.0,31.9,12.9,0.49,2.95
2016-01-13,0.07,8.8,21.8,34.8,9.9,0.44,3.45
2016-01-14,0.00,6.9,18.3,29.8,10.1,0.39,2.65
2016-01-15,0.00,26.2,41.0,55.7,29.4,1.11,8.72
2016-01-16,0.08,31.7,40.8,49.8,32.9,0.20,7.72
2016-01-17,0.01,30.0,33.4,36.8,26.3,0.65,2.51
2016-01-18,0.00,8.1,20.5,33.0,9.2,0.61,2.61
2016-01-19,0.00,5.4,10.8,16.2,-1.1,0.56,1.76
2016-01-20,0.00,7.0,14.0,21.0,3.2,0.45,2.27
2016-01-21,0.05,12.8,17.2,21.6,13.2,0.33,1.01
2016-01-22,0.00,16.8,22.1,27.4,14.0,0.47,2.06
2016-01-23,0.28,19.0,22.2,25.3,17.4,0.31,1.63
2016-01-24,0.00,5.0,16.1,27.2,13.6,0.16,1.69
2016-01-25,0.00,3.0,18.5,33.9,17.9,0.19,2.95
2016-01-26,0.01,18.7,33.6,48.5,28.1,0.49,6.60
2016-01-27,0.00,28.6,37.6,46.6,26.7,1.07,2.72
2016-01-28,0.00,19.0,28.1,37.2,19.2,0.26,3.93
2016-01-29,0.00,21.2,33.9,46.7,26.5,0.27,6.20
2016-01-30,0.00,24.5,32.6,40.8,20.8,0.78,5.08
2016-01-31,0.00,27.5,45.0,62.5,31.6,1.15,13.46
2016-02-01,0.06,44.9,55.8,66.8,44.6,1.61,12.78
2016-02-02,0.03,28.6,39.3,50.1,33.2,0.12,5.49
2016-02-03,1.20,29.7,47.3,64.9,47.2,0.06,9.62
2016-02-04,0.00,34.2,48.9,63.6,33.9,1.35,12.37
2016-02-05,0.00,20.1,28.6,37.1,20.3,0.43,3.42
2016-02-06,0.00,20.9,31.5,42.2,18.9,0.50,5.93
2016-02-07,0.00,22.8,35.5,48.3,21.7,0.35,7.66
2016-02-08,0.11,26.3,40.1,53.8,24.7,0.43,10.25
2016-02-09,0.10,20.6,30.9,41.1,27.7,0.13,2.81
2016-02-10,0.12,14.6,20.8,27.0,15.1,0.38,1.77
2016-02-11,0.02,11.0,16.3,21.7,7.1,0.47,1.73
2016-02-12,0.00,10.4,18.7,27.1,6.6,0.47,2.96
2016-02-13,0.00,11.0,20.0,29.1,11.1,0.59,2.65
2016-02-14,0.00,8.2,15.1,21.9,-0.0,0.54,2.58
2016-02-15,0.31,9.0,18.6,28.2,13.1,0.14,1.98
2016-02-16,0.98,27.1,31.2,35.2,31.2,0.03,0.77
2016-02-17,0.02,28.1,32.0,35.9,29.0,0.05,1.73
2016-02-18,0.00,28.4,32.2,36.1,27.0,0.32,2.36
2016-02-19,0.00,29.2,36.5,43.8,26.3,0.56,4.84
2016-02-20,0.00,37.8,51.4,65.1,37.6,0.76,14.72
2016-02-21,1.31,44.2,57.3,70.4,45.2,0.18,16.83
2016-02-22,0.11,32.1,44.5,57.0,38.9,0.21,5.83
2016-02-23,0.00,32.0,41.2,50.3,31.4,0.57,6.02
2016-02-24,0.55,37.6,48.5,59.3,38.5,0.55,9.08
2016-02-25,0.25,33.0,47.6,62.2,39.0,0.31,8.40
2016-02-26,0.03,29.4,33.8,38.1,26.5,0.49,2.67
2016-02-27,0.00,29.2,33.0,36.8,22.1,1.12,3.73
2016-02-28,0.00,30.6,40.8,51.1,28.0,1.36,7.76
2016-02-29,0.16,37.7,52.4,67.1,34.1,0.83,16.90
2016-03-01,0.00,31.3,43.9,56.5,31.2,0.55,9.96
2016-03-02,0.35,26.6,46.6,66.7,31.9,0.55,14.66
2016-03-03,0.00,24.2,31.2,38.2,18.3,0.70,4.92
2016-03-04,0.29,27.0,31.3,35.6,29.8,0.04,2.28
2016-03-05,0.00,30.8,34.0,37.3,29.9,0.17,2.02
2016-03-06,0.32,31.9,36.7,41.5,34.1,0.18,1.93
2016-03-07,0.00,32.1,41.3,50.5,32.3,0.51,6.08
2016-03-08,0.00,39.4,52.2,65.0,34.2,1.97,14.70
2016-03-09,0.00,45.8,60.4,75.0,41.1,1.85,21.68
2016-03-10,0.20,48.9,61.1,73.4,50.5,0.05,16.45
2016-03-11,1.00,49.6,59.8,69.9,54.0,0.24,11.01
2016-03-12,0.00,45.2,53.7,62.3,44.2,0.52,9.08
2016-03-13,0.27,46.6,58.9,71.1,51.5,0.39,12.53
2016-03-14,0.06,51.1,58.7,66.4,56.8,0.05,5.66
2016-03-15,0.25,51.3,61.7,72.2,54.8,0.07,13.32
2016-03-16,0.00,54.4,64.7,75.0,51.5,0.87,16.95
2016-03-17,0.00,44.1,56.0,67.8,33.3,3.49,17.52
2016-03-18,0.00,33.4,48.5,63.6,27.7,0.94,15.63
2016-03-19,0.01,35.3,49.1,62.9,26.8,1.01,15.41
2016-03-20,0.02,27.9,36.4,45.0,29.7,0.36,3.95
2016-03-21,0.00,27.5,37.5,47.5,21.9,0.77,7.28
2016-03-22,0.00,29.2,40.6,52.1,25.0,0.99,9.00
2016-03-23,0.00,34.9,50.5,66.2,27.1,1.77,17.79
2016-03-24,0.00,47.1,56.1,65.0,42.2,1.91,11.96
2016-03-25,1.37,42.9,57.0,71.1,47.7,0.89,13.69
2016-03-26,0.00,33.7,39.2,44.8,31.5,0.66,3.91
2016-03-27,0.00,36.2,51.4,66.6,35.2,0.85,15.89
2016-03-28,0.63,41.3,57.7,74.2,50.1,0.46,14.81
2016-03-29,0.00,36.2,44.8,53.5,35.5,0.98,6.78
2016-03-30,0.00,33.4,45.8,58.1,29.2,0.60,11.53
2016-03-31,0.00,35.5,54.4,73.2,38.1,0.59,20.58
2016-04-01,0.07,54.2,63.2,72.3,52.3,1.33,13.03
2016-04-02,0.00,40.8,53.7,66.6,35.6,1.96,15.17
2016-04-03,0.01,28.4,41.6,54.9,24.1,1.39,9.51
2016-04-04,0.00,29.1,43.9,58.7,27.6,1.58,11.48
2016-04-05,0.00,29.4,46.9,64.5,30.3,1.22,12.74
2016-04-06,0.00,29.0,38.4,47.9,15.7,1.68,8.47
2016-04-07,0.43,35.9,50.4,65.0,38.2,0.34,15.02
2016-04-08,0.24,32.7,40.9,49.0,32.4,1.07,4.31
2016-04-09,0.19,29.2,37.1,45.0,29.4,0.37,4.70
2016-04-10,0.00,25.4,33.1,40.8,19.4,0.86,5.23
2016-04-11,0.09,28.8,44.5,60.3,34.2,1.39,11.26
2016-04-12,0.59,36.6,52.4,68.3,43.3,0.33,13.56
2016-04-13,0.00,32.4,43.7,55.0,27.3,1.07,9.95
2016-04-14,0.00,35.4,49.7,64.0,27.9,1.83,15.48
2016-04-15,0.00,39.3,54.8,70.4,30.2,2.06,20.07
2016-04-16,0.00,43.3,59.8,76.3,38.3,2.31,22.95
2016-04-17,0.00,43.0,59.7,76.5,36.2,1.69,24.59
2016-04-18,0.00,43.7,62.2,80.8,38.3,0.98,29.38
2016-04-19,0.00,46.1,64.8,83.5,41.2,0.87,32.32
2016-04-20,0.00,48.3,65.4,82.5,44.2,3.20,29.67
2016-04-21,0.00,54.2,68.7,83.2,43.1,4.73,30.31
2016-04-22,0.15,55.5,65.8,76.0,52.2,0.69,19.42
2016-04-23,0.12,46.4,58.4,70.5,51.0,0.53,12.98
2016-04-24,0.00,38.8,52.1,65.4,39.8,0.62,13.16
2016-04-25,0.00,43.2,59.8,76.4,42.4,0.38,22.88
2016-04-26,0.00,57.1,69.2,81.3,50.3,4.49,24.63
2016-04-27,0.67,54.6,68.6,82.6,56.3,1.08,21.03
2016-04-28,0.52,54.2,63.4,72.6,55.3,0.74,10.86
2016-04-29,0.01,53.1,65.1,77.1,55.0,0.39,16.44
2016-04-30,0.00,52.7,62.1,71.5,49.0,1.63,14.85
2016-05-01,0.32,53.8,57.2,60.6,55.3,0.53,2.95
2016-05-02,0.20,57.7,67.1,76.5,59.2,0.37,13.83
2016-05-03,0.01,53.8,63.1,72.5,52.4,1.41,13.88
2016-05-04,0.06,47.5,54.5,61.5,47.4,0.64,7.66
2016-05-05,0.27,40.2,51.5,62.8,41.8,0.64,10.63
2016-05-06,0.00,41.5,49.3,57.1,41.9,0.48,6.74
2016-05-07,0.00,43.6,56.6,69.6,41.1,0.82,16.72
2016-05-08,0.10,48.6,62.2,75.8,49.0,1.63,16.63
2016-05-09,0.13,49.2,56.1,63.1,46.3,0.58,11.11
2016-05-10,0.04,52.4,59.3,66.3,52.4,0.93,8.56
2016-05-11,0.93,55.0,65.9,76.8,58.2,0.17,14.47
2016-05-12,0.11,57.8,69.0,80.2,60.6,0.31,16.98
2016-05-13,0.50,55.1,67.1,79.1,59.0,0.63,17.23
2016-05-14,0.08,49.4,59.3,69.3,47.9,0.67,13.77
2016-05-15,0.09,40.3,47.9,55.5,37.2,0.85,5.57
2016-05-16,0.00,34.3,46.2,58.0,30.4,1.07,10.96
2016-05-17,0.12,39.0,50.4,61.8,37.0,0.53,12.71
2016-05-18,0.51,47.3,50.6,53.8,47.3,0.23,3.26
2016-05-19,0.01,43.5,53.5,63.6,44.6,0.55,9.77
2016-05-20,0.00,44.2,57.4,70.5,41.8,0.07,17.14
2016-05-21,0.40,52.5,61.2,69.9,54.2,0.04,11.69
2016-05-22,0.00,46.5,55.3,64.2,52.2,0.22,5.78
2016-05-23,0.00,46.2,60.4,74.7,45.6,0.65,19.75
2016-05-24,0.00,48.5,62.1,75.6,48.8,0.22,19.20
2016-05-25,0.00,53.1,66.8,80.5,49.8,1.00,24.63
2016-05-26,0.00,61.0,70.7,80.5,60.1,1.41,18.12
2016-05-27,0.00,62.5,71.1,79.7,63.5,0.81,13.36
2016-05-28,0.00,64.2,75.4,86.7,63.7,0.95,24.38
2016-05-29,0.00,64.0,74.4,84.8,64.1,0.90,21.44
2016-05-30,1.83,59.9,71.6,83.3,63.9,0.00,18.58
2016-05-31,0.00,59.2,71.7,84.1,58.9,0.43,24.77
2016-06-01,0.00,59.3,72.6,85.9,58.6,0.55,27.36
2016-06-02,0.85,62.2,74.8,87.4,63.4,0.04,26.45
2016-06-03,0.44,64.5,72.1,79.7,66.0,0.20,12.45
2016-06-04,0.00,65.0,74.5,83.9,61.5,1.01,23.48
2016-06-05,0.77,65.1,73.1,81.0,66.3,0.32,13.85
2016-06-06,0.26,58.7,69.1,79.5,60.7,0.51,16.53
2016-06-07,0.03,58.4,69.9,81.3,56.6,1.63,20.72
2016-06-08,0.00,50.6,63.5,76.4,49.9,1.06,18.92
2016-06-09,0.00,48.0,60.6,73.2,44.6,0.79,18.77
2016-06-10,0.00,53.1,66.5,79.9,50.2,0.92,24.20
2016-06-11,0.02,60.3,70.4,80.5,62.1,0.00,16.18
2016-06-12,0.00,63.6,76.8,90.0,63.0,1.02,28.84
2016-06-13,0.00,52.2,70.8,89.3,56.5,1.53,28.53
2016-06-14,0.00,55.9,69.5,83.1,50.6,0.74,27.79
2016-06-15,0.00,62.7,74.7,86.7,60.3,1.39,27.24
2016-06-16,0.22,64.2,75.2,86.2,67.6,0.60,16.55
2016-06-17,0.00,64.6,76.8,89.1,64.0,1.73,25.62
2016-06-18,0.00,59.7,70.4,81.2,60.1,1.69,17.76
2016-06-19,0.00,59.6,72.1,84.6,55.6,0.96,26.65
2016-06-20,0.00,63.9,74.6,85.3,61.1,1.98,22.75
2016-06-21,0.00,67.2,77.5,87.9,67.0,2.18,22.26
2016-06-22,0.43,62.1,74.2,86.3,61.2,1.32,26.13
2016-06-23,0.66,64.5,70.9,77.3,67.1,0.52,9.07
2016-06-24,0.51,66.5,76.3,86.2,69.9,0.28,13.55
2016-06-25,0.18,62.0,72.4,82.8,63.2,1.14,17.91
2016-06-26,0.00,63.1,75.3,87.5,63.4,0.67,25.79
2016-06-27,0.39,66.9,78.5,90.2,69.5,0.02,23.98
2016-06-28,0.00,65.8,76.4,87.0,65.3,1.20,23.99
2016-06-29,0.00,57.8,71.2,84.7,57.2,1.47,24.23
2016-06-30,0.00,54.0,65.9,77.9,53.5,0.72,19.77
2016-07-01,0.00,57.5,69.2,80.8,55.6,0.58,22.76
2016-07-02,0.23,56.7,68.7,80.7,58.6,1.64,17.45
2016-07-03,0.01,61.9,70.9,79.8,56.9,2.76,20.62
2016-07-04,0.88,61.6,65.4,69.1,61.1,0.21,5.90
2016-07-05,1.00,66.8,71.9,76.9,69.5,0.50,5.76
2016-07-06,0.05,67.2,75.8,84.4,68.3,0.28,17.35
2016-07-07,0.43,67.6,77.7,87.7,69.5,0.58,17.55
2016-07-08,0.00,68.4,75.9,83.4,69.1,0.64,13.76
2016-07-09,0.29,67.5,74.2,80.8,68.9,1.16,8.52
2016-07-10,0.00,61.3,71.6,82.0,61.7,0.89,18.91
2016-07-11,0.00,61.6,72.4,83.2,61.8,0.59,21.02
2016-07-12,0.00,63.2,74.6,86.0,63.9,0.55,23.69
2016-07-13,0.01,68.6,76.2,83.8,69.8,0.05,13.87
2016-07-14,0.19,68.0,78.6,89.2,69.7,1.29,20.96
2016-07-15,0.23,66.8,77.7,88.7,68.9,0.41,21.07
2016-07-16,0.12,65.1,76.2,87.3,66.3,0.57,22.29
2016-07-17,0.00,63.3,73.1,82.9,63.3,0.99,18.90
2016-07-18,0.00,66.6,77.2,87.9,68.2,0.43,22.87
2016-07-19,0.04,67.0,76.5,86.1,68.2,0.59,19.85
2016-07-20,0.00,63.8,75.7,87.7,65.4,0.75,24.10
2016-07-21,0.00,64.2,76.4,88.5,64.0,0.76,28.08
2016-07-22,0.00,66.7,78.3,90.0,66.3,0.43,28.23
2016-07-23,0.22,68.2,77.8,87.5,70.3,0.36,17.76
2016-07-24,0.00,70.1,80.7,91.3,72.0,0.19,24.63
2016-07-25,0.00,72.8,82.8,92.8,73.4,0.28,25.78
2016-07-26,0.71,71.3,81.0,90.7,71.5,0.39,23.89
2016-07-27,1.32,70.0,79.0,88.0,71.3,0.16,19.24
2016-07-28,0.46,70.6,79.6,88.7,70.8,0.58,21.38
2016-07-29,0.60,69.6,73.8,78.0,69.9,0.63,6.88
2016-07-30,0.95,69.4,77.1,84.8,70.1,0.54,16.00
2016-07-31,0.01,68.0,76.6,85.1,68.5,0.72,18.12
2016-08-01,0.00,67.1,76.5,85.9,66.8,0.52,21.59
2016-08-02,0.05,68.6,76.7,84.7,68.9,0.40,17.00
2016-08-03,0.00,68.2,77.5,86.9,68.4,0.33,20.94
2016-08-04,0.00,68.3,78.4,88.4,67.8,0.32,24.51
2016-08-05,0.00,69.6,79.1,88.7,69.5,0.72,23.56
2016-08-06,0.00,70.2,79.1,88.1,70.7,0.95,19.65
2016-08-07,0.01,62.3,73.5,84.7,62.9,0.88,21.47
2016-08-08,0.00,61.5,73.3,85.2,59.7,0.86,24.93
2016-08-09,0.00,65.8,75.5,85.2,64.6,1.19,21.28
2016-08-10,1.86,71.4,80.2,89.0,72.1,0.49,19.37
2016-08-11,0.02,72.8,80.6,88.4,73.1,0.87,17.86
2016-08-12,0.00,73.4,81.7,90.0,72.6,1.25,21.22
2016-08-13,0.27,73.9,82.2,90.5,72.5,2.02,22.20
2016-08-14,0.00,72.2,80.5,88.8,71.6,1.02,20.09
2016-08-15,0.48,70.3,78.9,87.5,70.8,0.71,19.02
2016-08-16,0.10,69.2,78.2,87.2,70.0,0.25,19.00
2016-08-17,0.31,70.7,78.7,86.7,71.0,0.57,17.08
2016-08-18,0.49,69.3,74.4,79.4,70.0,0.45,8.30
2016-08-19,0.00,69.1,76.1,83.0,69.5,0.26,14.45
2016-08-20,0.00,68.1,76.2,84.2,69.0,0.53,15.87
2016-08-21,0.49,67.6,75.1,82.6,69.9,0.46,13.08
2016-08-22,0.00,57.4,68.4,79.4,58.7,0.61,18.66
2016-08-23,0.00,56.1,67.7,79.3,56.0,0.61,20.38
2016-08-24,0.00,57.4,69.8,82.2,59.9,0.05,21.11
2016-08-25,0.00,68.0,76.8,85.6,69.8,1.83,16.68
2016-08-26,0.00,69.6,80.1,90.6,71.6,0.48,23.28
2016-08-27,0.00,69.6,80.3,91.1,70.7,0.48,25.61
2016-08-28,0.08,68.9,80.9,93.0,70.0,0.90,28.43
2016-08-29,0.06,67.4,79.4,91.4,68.7,0.81,24.69
2016-08-30,0.00,65.0,76.9,88.8,68.1,0.58,22.44
2016-08-31,0.00,63.1,75.9,88.8,64.8,0.02,28.71
2016-09-01,0.20,63.9,76.2,88.5,67.7,0.30,24.49
2016-09-02,0.00,58.2,68.5,78.7,57.3,1.04,17.74
2016-09-03,0.00,55.9,67.4,78.9,55.3,0.97,19.70
2016-09-04,0.00,53.9,67.0,80.0,55.7,0.29,20.61
2016-09-05,0.00,55.7,70.1,84.4,57.3,0.33,25.94
2016-09-06,0.00,59.8,74.2,88.6,62.5,0.13,28.58
2016-09-07,0.00,62.9,76.7,90.5,65.9,0.01,28.80
2016-09-08,0.00,66.1,78.6,91.1,67.5,0.82,28.10
2016-09-09,0.00,67.6,79.2,90.8,68.4,0.00,26.25
2016-09-10,0.00,67.8,76.1,84.5,69.7,0.11,15.67
2016-09-11,0.28,56.9,73.3,89.7,64.6,0.29,26.05
2016-09-12,0.00,51.9,65.3,78.7,54.1,0.04,20.61
2016-09-13,0.00,52.9,68.0,83.1,55.6,0.14,24.33
2016-09-14,0.00,56.7,72.4,88.1,58.0,0.39,29.30
2016-09-15,0.00,59.6,73.4,87.2,62.4,0.99,26.45
2016-09-16,0.00,59.6,70.8,82.0,60.2,0.77,18.98
2016-09-17,0.00,63.7,76.3,88.9,66.2,1.10,25.98
2016-09-18,0.18,68.1,76.3,84.4,67.0,0.56,19.87
2016-09-19,0.00,65.0,71.8,78.6,66.3,0.50,11.37
2016-09-20,0.00,57.6,71.1,84.6,59.8,0.22,24.75
2016-09-21,0.00,57.1,71.9,86.8,57.9,0.45,29.40
2016-09-22,0.00,57.0,72.3,87.6,58.1,0.31,30.00
2016-09-23,0.00,57.9,73.6,89.3,60.4,0.02,31.22
2016-09-24,0.00,59.8,74.9,89.9,62.8,0.01,31.02
2016-09-25,0.00,59.3,72.9,86.4,62.2,1.12,22.76
2016-09-26,0.00,58.4,72.1,85.7,61.3,0.73,24.19
2016-09-27,0.13,47.8,61.3,74.9,53.1,0.36,10.49
2016-09-28,0.00,46.6,61.1,75.7,44.6,0.07,22.53
2016-09-29,0.76,47.0,59.5,72.0,52.5,0.00,14.62
2016-09-30,0.43,52.8,56.9,61.0,54.6,0.08,3.97
2016-10-01,0.08,50.7,58.3,65.9,53.9,0.23,7.18
2016-10-02,0.03,53.0,60.2,67.4,55.6,0.28,8.53
2016-10-03,0.00,52.0,61.8,71.7,55.6,0.23,11.12
2016-10-04,0.00,50.9,62.8,74.6,53.9,0.19,15.49
2016-10-05,0.00,54.4,66.9,79.5,56.8,0.76,18.85
2016-10-06,0.00,54.8,67.7,80.7,56.2,0.68,20.27
2016-10-07,0.00,51.6,66.3,81.1,54.8,0.41,21.09
2016-10-08,0.00,52.1,66.5,80.8,58.3,0.52,18.63
2016-10-09,0.00,42.1,55.9,69.7,40.3,1.09,17.69
2016-10-10,0.00,39.7,53.7,67.7,41.3,0.32,14.03
2016-10-11,0.00,40.8,54.5,68.2,42.8,0.32,14.16
2016-10-12,0.00,43.0,58.1,73.2,46.7,0.35,16.88
2016-10-13,0.07,48.2,62.7,77.1,48.4,0.53,21.47
2016-10-14,0.00,40.6,53.7,66.7,44.1,0.40,12.46
2016-10-15,0.00,43.2,53.7,64.1,46.8,0.48,10.04
2016-10-16,0.00,53.1,65.5,77.9,56.5,0.80,16.45
2016-10-17,0.00,55.6,68.0,80.4,57.6,0.47,19.81
2016-10-18,0.00,57.5,70.0,82.5,58.2,1.04,21.40
2016-10-19,0.00,62.5,73.2,84.0,61.0,1.77,21.87
2016-10-20,0.10,60.7,71.4,82.0,62.4,0.56,17.11
2016-10-21,1.37,51.1,61.5,71.8,57.9,0.27,7.88
2016-10-22,0.26,43.9,49.9,56.0,42.2,0.86,5.52
2016-10-23,0.00,39.5,47.9,56.4,36.7,0.64,8.59
2016-10-24,0.00,41.9,56.6,71.3,44.7,1.17,15.88
2016-10-25,0.00,36.7,50.8,64.9,39.8,0.46,12.32
2016-10-26,0.00,36.9,49.4,61.9,37.0,0.41,11.82
2016-10-27,0.01,41.3,55.4,69.4,44.3,1.73,15.10
2016-10-28,0.00,41.8,54.2,66.6,45.4,0.85,8.58
2016-10-29,0.00,42.3,53.9,65.5,43.6,0.75,11.77
2016-10-30,0.00,47.3,63.4,79.6,52.9,0.92,20.68
2016-10-31,0.15,46.9,62.9,78.9,51.5,0.99,19.03
2016-11-01,0.00,49.9,57.3,64.7,49.3,1.17,8.44
2016-11-02,0.00,52.6,67.1,81.6,54.3,1.02,21.81
2016-11-03,0.00,53.6,67.9,82.3,53.8,1.32,24.28
2016-11-04,0.24,43.7,57.3,70.9,53.3,0.19,9.92
2016-11-05,0.00,36.4,48.3,60.3,40.9,0.27,8.80
2016-11-06,0.00,35.0,49.0,63.1,37.8,0.21,12.00
2016-11-07,0.00,35.8,51.9,68.1,40.5,0.29,14.65
2016-11-08,0.00,38.0,55.0,72.0,39.6,0.36,18.67
2016-11-09,0.31,39.6,52.2,64.8,44.8,0.24,12.12
2016-11-10,0.00,32.0,41.2,50.5,36.1,0.23,4.78
2016-11-11,0.00,34.5,48.1,61.7,35.7,0.30,12.18
2016-11-12,0.00,29.8,45.5,61.2,32.3,0.86,11.84
2016-11-13,0.00,25.3,38.9,52.4,26.2,0.42,8.69
2016-11-14,0.00,25.7,42.7,59.8,25.5,0.51,13.22
2016-11-15,0.00,28.1,44.4,60.6,29.1,0.53,12.66
2016-11-16,0.00,30.1,46.3,62.5,36.2,0.14,12.06
